Energy,Magnetization
-4120.0,16.0
-4556.0,-360.0
-4456.0,-90.0
-4384.0,10.0
-4404.0,152.0
-4372.0,238.0
-4744.0,154.0
-4204.0,360.0
-4252.0,184.0
-4348.0,206.0
-4456.0,-106.0
-4372.0,-60.0
-4320.0,96.0
-4444.0,38.0
-4432.0,136.0
-4260.0,302.0
-4048.0,296.0
-4388.0,322.0
-4184.0,102.0
-4148.0,-122.0
-4144.0,-60.0
-4396.0,-202.0
-4308.0,-340.0
-4380.0,-122.0
-4452.0,-160.0
-4356.0,116.0
-4396.0,138.0
-4536.0,216.0
-4248.0,136.0
-4200.0,-2.0
-4204.0,8.0
-4204.0,234.0
-4260.0,214.0
-4264.0,22.0
-4344.0,-102.0
-4312.0,246.0
-4160.0,-6.0
-4284.0,-80.0
-4304.0,-84.0
-4424.0,-124.0
-4228.0,28.0
-4348.0,96.0
-4196.0,162.0
-4100.0,18.0
-4140.0,-22.0
-4472.0,-72.0
-4528.0,-88.0
-4236.0,-118.0
-4488.0,-264.0
-4652.0,138.0
-4376.0,106.0
-4360.0,232.0
-4356.0,282.0
-4156.0,-14.0
-4252.0,82.0
-4124.0,-26.0
-4024.0,162.0
-4468.0,246.0
-4228.0,-56.0
-4188.0,-156.0
-4640.0,-100.0
-4300.0,-200.0
-4208.0,-118.0
-4536.0,-54.0
-4228.0,-148.0
-4408.0,-92.0
-4152.0,-56.0
-4264.0,-96.0
-4456.0,144.0
-4344.0,104.0
-3960.0,120.0
-4140.0,324.0
-4324.0,340.0
-4344.0,370.0
-4244.0,208.0
-4468.0,-52.0
-4464.0,-26.0
-4412.0,30.0
-4304.0,10.0
-4428.0,-142.0
-4384.0,128.0
-4024.0,354.0
-4196.0,164.0
-4276.0,88.0
-4340.0,-24.0
-4448.0,88.0
-4228.0,56.0
-4164.0,152.0
-4476.0,-10.0
-4328.0,-194.0
-4128.0,-48.0
-4116.0,10.0
-4204.0,122.0
-4048.0,-82.0
-4748.0,252.0
-4052.0,296.0
-4184.0,420.0
-4168.0,116.0
-4412.0,-242.0
-4408.0,-138.0
-4332.0,-324.0
-4280.0,-222.0
-4548.0,-286.0
-4508.0,-194.0
-4596.0,-28.0
-3988.0,4.0
-4236.0,120.0
-4372.0,168.0
-4284.0,180.0
-4240.0,-92.0
-4240.0,60.0
-4424.0,238.0
-4384.0,248.0
-4224.0,-80.0
-4344.0,-4.0
-4364.0,-30.0
-3960.0,-42.0
-4180.0,-194.0
-4256.0,-90.0
-4600.0,162.0
-4288.0,0.0
-4312.0,180.0
-4244.0,-50.0
-4356.0,162.0
-4168.0,316.0
-4200.0,112.0
-4276.0,42.0
-4180.0,0.0
-4200.0,88.0
-4192.0,-30.0
-4340.0,-92.0
-4480.0,-98.0
-4632.0,182.0
-4144.0,288.0
-4384.0,-32.0
-4500.0,-36.0
-4500.0,-112.0
-4396.0,-70.0
-4372.0,6.0
-4188.0,-236.0
-4192.0,-92.0
-4308.0,-212.0
-4304.0,-432.0
-4500.0,-468.0
-4344.0,-542.0
-4196.0,-332.0
-4284.0,-178.0
-4368.0,-148.0
-4100.0,-126.0
-4228.0,-162.0
-4356.0,-90.0
-3944.0,30.0
-4064.0,150.0
-4296.0,8.0
-4208.0,-116.0
-4264.0,-210.0
-4376.0,30.0
-4404.0,-130.0
-4552.0,-6.0
-4372.0,-24.0
-4344.0,116.0
-4564.0,222.0
-4388.0,112.0
-4488.0,-20.0
-4112.0,-110.0
-4420.0,70.0
-4444.0,-12.0
-4272.0,-18.0
-4284.0,-18.0
-4544.0,-20.0
-4348.0,-4.0
-4340.0,4.0
-4432.0,-14.0
-4508.0,-26.0
-4240.0,-26.0
-4256.0,-80.0
-4392.0,204.0
-4168.0,198.0
-4024.0,256.0
-4164.0,-164.0
-4220.0,12.0
-4040.0,26.0
-4076.0,104.0
-4288.0,316.0
-4000.0,218.0
-4368.0,104.0
-4128.0,80.0
-4176.0,-4.0
-4264.0,-152.0
-4476.0,-300.0
-4332.0,-94.0
-4288.0,182.0
-4164.0,44.0
-4460.0,-14.0
-4456.0,-212.0
-4128.0,56.0
-3964.0,208.0
-4152.0,92.0
-4132.0,148.0
-4072.0,98.0
-4216.0,238.0
-4076.0,198.0
-4384.0,116.0
-4392.0,282.0
-4264.0,210.0
-4128.0,180.0
-4260.0,-56.0
-4424.0,-306.0
-4252.0,-24.0
-4276.0,-328.0
-4140.0,-184.0
-4356.0,-120.0
-4540.0,-200.0
